Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Tuition_fees_up_to_date,Debtor,Scholarship_holder,Admission_grade,Age_at_enrollment,Gender,Status
5,11.6,5,11.8,1,1,1,116.4,18,0,Graduate
6,12.571428571428571,5,12.833333333333334,1,0,0,120.0,24,0,Dropout
5,11.8,5,11.4,1,0,0,127.3,18,0,Dropout
5,11.6,3,12.666666666666666,1,0,1,123.5,19,0,Enrolled
6,11.333333333333334,6,11.833333333333334,1,0,1,125.6,19,0,Graduate
6,10.666666666666666,6,11.5,1,0,0,118.5,18,0,Graduate
4,13.5,5,13.4,1,0,0,129.5,18,0,Enrolled
0,0.0,0,0.0,1,0,1,134.6,19,0,Graduate
6,13.333333333333334,4,11.5,1,0,0,140.0,22,0,Graduate
5,13.4,2,13.5,1,0,0,133.2,19,0,Enrolled
3,10.2,4,12.25,1,0,1,133.5,21,0,Enrolled
5,13.0,6,12.833333333333334,1,0,1,117.9,21,0,Graduate
7,12.90857142857143,7,12.90857142857143,1,0,1,128.0,18,0,Graduate
4,12.0,1,10.0,1,0,0,113.2,20,0,Dropout
6,10.833333333333334,5,11.0,1,0,1,122.0,18,0,Enrolled
6,15.333333333333334,6,15.833333333333334,1,0,0,156.9,19,0,Graduate
6,12.816666666666668,6,12.875,1,0,1,125.1,18,0,Enrolled
6,13.0,2,14.0,0,1,0,100.0,26,1,Dropout
2,13.5,2,11.0,1,1,0,160.0,19,0,Enrolled
6,12.5,6,12.166666666666666,1,0,0,101.0,35,0,Graduate
6,13.0,6,14.333333333333334,1,0,1,121.5,19,0,Graduate
4,11.75,5,12.571428571428571,1,0,0,126.8,18,1,Graduate
4,12.5,4,14.25,1,0,0,132.9,19,1,Graduate
17,11.61111111111111,17,12.055555555555555,1,0,0,134.3,25,1,Graduate
6,14.0,6,14.666666666666666,1,0,0,120.5,18,1,Graduate
0,0.0,0,0.0,0,1,0,144.1,26,1,Dropout
5,13.8,5,13.833333333333334,1,0,0,100.0,34,1,Graduate
0,0.0,0,0.0,0,0,0,114.8,18,1,Dropout
0,0.0,0,0.0,0,0,0,111.9,18,1,Dropout
4,12.25,3,12.333333333333334,1,0,1,125.4,18,1,Dropout
3,11.5,3,13.666666666666666,1,0,0,140.0,20,1,Dropout
6,12.571428571428571,9,12.555555555555555,1,0,0,140.0,25,1,Graduate
6,12.0,5,12.166666666666666,1,0,0,127.8,18,1,Dropout
11,12.0,12,12.307692307692308,1,0,0,131.6,19,1,Graduate
0,0.0,0,0.0,1,0,0,119.4,20,1,Dropout
6,12.0,6,11.166666666666666,1,0,1,129.9,20,1,Graduate
4,11.6,4,12.25,1,0,0,114.0,20,1,Enrolled
0,0.0,0,0.0,1,0,1,113.4,19,1,Dropout
5,12.0,4,13.0,1,0,0,117.8,20,1,Enrolled
6,13.976666666666668,6,12.041666666666666,1,0,0,114.3,18,1,Enrolled
4,12.5,1,10.0,1,0,0,129.7,19,1,Enrolled
0,0.0,0,0.0,0,0,0,112.0,20,1,Dropout
4,10.5,4,12.5,1,0,0,140.0,24,1,Dropout
5,12.857142857142858,6,12.3,1,0,0,150.0,20,1,Graduate
3,11.666666666666666,4,12.0,1,0,0,122.4,19,1,Enrolled
2,13.0,1,10.0,1,0,0,150.0,23,1,Dropout
6,11.833333333333334,5,10.4,1,0,0,135.0,20,1,Enrolled
11,12.454545454545457,8,12.75,1,0,0,116.2,21,1,Graduate
3,11.0,0,0.0,1,0,0,120.4,20,1,Dropout
4,13.2,4,14.25,1,0,0,122.9,21,1,Enrolled
6,15.5,6,14.166666666666666,1,0,1,155.0,18,1,Graduate
6,12.333333333333334,6,13.666666666666666,1,0,0,123.4,18,1,Graduate
5,12.0,4,11.4,1,0,0,124.2,18,1,Enrolled
4,11.6,5,11.5,1,0,0,130.0,20,1,Enrolled
6,11.333333333333334,6,12.285714285714286,1,0,1,126.2,18,1,Graduate
0,0.0,0,0.0,1,0,0,120.5,19,1,Dropout
4,12.0,2,12.5,1,0,0,123.7,20,1,Enrolled
4,12.0,5,12.6,1,0,0,122.5,19,1,Graduate
2,12.5,2,11.5,1,1,0,139.2,33,1,Dropout
12,13.666666666666666,11,13.0,1,0,0,131.2,21,1,Graduate
2,14.5,0,0.0,0,1,0,120.0,25,1,Dropout
4,13.2,0,0.0,1,0,1,116.7,20,1,Dropout
5,12.166666666666666,5,14.8,1,0,1,150.0,22,1,Dropout
4,11.25,6,11.333333333333334,1,0,0,117.5,39,0,Graduate
6,15.166666666666666,6,14.428571428571429,1,0,1,137.6,21,1,Graduate
6,11.166666666666666,4,13.4,1,0,1,124.3,19,0,Graduate
6,10.983333333333334,6,10.983333333333334,1,0,1,116.0,26,0,Graduate
4,10.75,5,11.5,1,0,1,121.4,19,0,Graduate
11,13.384615384615383,7,14.285714285714286,0,0,1,142.8,20,0,Graduate
6,11.285714285714286,5,12.2,1,0,1,96.0,25,0,Enrolled
0,0.0,0,0.0,1,0,0,125.0,24,1,Dropout
4,13.0,5,14.833333333333334,1,0,0,126.1,20,1,Graduate
6,16.11111111111111,6,13.5,1,0,0,155.8,29,1,Graduate
6,11.5,6,11.0,1,0,0,116.0,20,1,Graduate
4,10.75,2,10.5,1,0,0,110.0,20,1,Dropout
4,11.6,5,13.0,1,0,1,97.2,24,1,Graduate
0,0.0,0,0.0,1,1,0,100.0,24,1,Dropout
5,13.8,5,14.142857142857142,1,0,0,140.0,23,1,Graduate
7,13.585714285714284,8,14.6875,1,0,0,128.0,20,1,Graduate
6,13.857142857142858,5,13.0,1,0,0,115.3,19,1,Graduate
5,12.0,6,12.333333333333334,1,0,0,150.0,28,1,Enrolled
6,13.444444444444445,5,12.6,1,0,1,160.0,20,1,Graduate
6,14.0,6,13.857142857142858,1,0,0,133.1,18,1,Graduate
1,12.0,0,0.0,1,1,0,119.0,20,1,Dropout
5,14.2,5,13.833333333333334,1,0,0,156.0,33,1,Graduate
5,13.34,5,10.84,1,0,0,163.7,35,0,Enrolled
7,12.457142857142856,7,12.457142857142856,1,0,0,130.0,27,0,Enrolled
3,11.0,3,12.0,0,0,0,123.1,19,0,Dropout
4,10.5,4,10.5,1,0,1,160.0,31,0,Enrolled
0,0.0,0,0.0,1,0,0,136.1,19,1,Graduate
13,14.0,12,13.0,1,0,0,132.7,22,1,Graduate
0,0.0,0,0.0,1,0,0,128.2,39,0,Dropout
0,0.0,0,0.0,0,0,0,126.7,22,1,Dropout
4,10.0,4,12.5,1,0,0,150.0,47,1,Enrolled
0,0.0,0,0.0,1,0,1,156.3,19,1,Graduate
6,13.5,6,14.333333333333334,1,0,0,116.1,19,0,Graduate
0,0.0,0,0.0,1,0,0,123.8,19,0,Dropout
17,13.38888888888889,17,14.88888888888889,1,0,1,153.0,21,0,Graduate
0,0.0,0,0.0,0,0,0,140.0,39,0,Dropout
12,13.583333333333334,11,13.583333333333334,1,0,0,131.9,19,1,Graduate
0,0.0,0,0.0,1,0,1,141.4,20,1,Enrolled
0,0.0,0,0.0,0,1,0,140.0,24,1,Dropout
1,10.0,0,0.0,1,0,0,115.0,27,1,Dropout
5,15.2,5,15.2,1,0,0,168.0,29,1,Graduate
4,12.8,0,0.0,1,0,0,101.3,20,1,Dropout
5,11.166666666666666,4,11.0,1,0,0,122.6,21,1,Dropout
0,0.0,0,0.0,1,0,0,141.7,18,1,Enrolled
7,12.828571428571427,7,12.828571428571427,1,0,0,132.3,19,1,Graduate
6,12.5,4,12.6,0,1,0,111.7,19,1,Dropout
3,10.0,3,12.4,1,0,1,98.7,28,1,Graduate
6,11.5,4,13.25,0,0,0,140.0,21,0,Graduate
7,11.328571428571427,7,11.328571428571427,0,1,0,140.0,23,0,Dropout
2,13.0,3,13.0,1,0,0,100.7,39,0,Enrolled
6,13.033333333333331,6,13.033333333333331,1,0,0,133.8,18,0,Graduate
6,12.166666666666666,4,11.75,1,0,0,100.0,59,0,Graduate
4,14.5,3,16.2,1,1,0,180.0,30,1,Enrolled
5,14.4,5,13.6,1,0,0,130.8,18,0,Graduate
4,12.25,6,12.5,1,0,0,140.0,41,0,Enrolled
0,0.0,0,0.0,1,0,0,106.2,27,0,Dropout
6,12.666666666666666,6,12.0,1,0,1,125.6,18,0,Graduate
2,12.0,3,11.666666666666666,0,1,0,117.5,20,0,Dropout
0,0.0,0,0.0,0,0,0,122.5,32,0,Dropout
3,11.666666666666666,4,10.8,1,0,0,132.9,19,0,Dropout
0,0.0,0,0.0,1,0,0,103.0,41,0,Dropout
1,10.0,0,0.0,1,0,0,107.0,38,0,Dropout
0,0.0,0,0.0,1,0,0,100.0,35,1,Dropout
4,12.25,3,12.0,1,0,0,100.0,27,0,Dropout
4,12.0,6,12.5,1,0,0,131.3,19,0,Graduate
5,12.6,5,11.8,0,0,0,122.2,18,0,Enrolled
0,0.0,0,0.0,0,0,0,118.4,39,0,Dropout
0,0.0,0,0.0,0,0,0,100.0,37,0,Dropout
0,0.0,0,0.0,0,0,0,110.0,37,0,Dropout
16,12.6875,13,12.0,1,0,1,100.0,35,0,Graduate
10,10.4,6,10.666666666666666,1,0,0,106.2,49,0,Graduate
14,10.466666666666669,12,10.923076923076923,1,0,0,110.0,52,0,Graduate
5,14.333333333333334,5,13.0,1,0,0,122.3,18,0,Graduate
6,14.666666666666666,6,14.333333333333334,1,0,1,112.5,30,0,Graduate
7,12.835714285714284,8,14.23125,1,0,0,98.1,21,0,Graduate
0,0.0,0,0.0,1,0,0,140.2,20,1,Dropout
0,0.0,0,0.0,1,1,0,143.6,18,1,Enrolled
0,0.0,0,0.0,1,0,0,134.6,19,1,Dropout
8,13.24875,8,13.24875,1,0,0,126.8,18,1,Graduate
7,12.857142857142858,4,12.75,1,0,0,100.0,20,1,Enrolled
5,13.6,4,14.25,1,0,0,130.0,21,0,Enrolled
3,14.0,5,12.4,1,0,1,113.6,22,0,Graduate
3,12.0,2,11.0,0,1,0,140.0,20,0,Enrolled
6,13.166666666666666,4,14.0,1,0,0,106.0,20,0,Enrolled
6,13.625,6,12.166666666666666,1,0,1,126.6,19,0,Graduate
7,14.85,8,15.61111111111111,1,0,1,130.7,18,0,Graduate
4,10.75,5,11.4,1,0,0,105.9,21,1,Graduate
0,0.0,2,11.666666666666666,1,1,0,137.0,19,0,Enrolled
0,0.0,0,0.0,1,0,0,100.0,37,0,Dropout
12,14.0,7,13.857142857142858,1,0,0,114.4,45,0,Enrolled
0,0.0,0,0.0,0,1,0,120.0,38,1,Dropout
0,0.0,0,0.0,0,0,0,119.0,55,1,Dropout
5,13.0,4,11.75,0,1,0,110.0,28,0,Dropout
8,12.375,5,12.4,1,0,0,120.0,46,0,Graduate
0,0.0,0,0.0,1,0,0,119.8,22,0,Graduate
5,11.4,4,13.75,1,0,0,135.6,46,0,Dropout
4,11.25,4,13.0,1,0,0,120.7,28,0,Enrolled
3,13.0,3,12.0,0,1,0,136.3,18,0,Dropout
0,0.0,0,0.0,1,0,1,164.3,18,1,Enrolled
6,13.5,6,14.166666666666666,1,0,1,149.2,21,1,Graduate
1,11.0,4,11.0,1,0,0,122.5,18,0,Enrolled
0,0.0,1,11.0,1,0,0,100.0,34,0,Dropout
5,12.0,5,11.2,1,0,1,125.0,21,0,Dropout
5,13.0,6,13.0,1,0,1,131.0,18,0,Graduate
0,0.0,0,0.0,1,0,0,122.0,20,1,Graduate
4,12.0,4,12.25,1,0,0,131.3,18,0,Enrolled
5,11.166666666666666,3,10.8,1,0,0,117.0,21,1,Enrolled
2,10.5,1,12.0,1,0,0,118.0,19,1,Dropout
6,12.666666666666666,6,12.166666666666666,1,0,0,126.0,22,1,Graduate
1,11.0,0,0.0,1,0,0,120.0,23,1,Dropout
0,0.0,0,0.0,1,0,0,155.6,19,1,Dropout
4,11.5,2,10.333333333333334,1,0,0,122.8,18,1,Enrolled
0,0.0,0,0.0,0,1,1,127.3,19,1,Dropout
2,10.5,4,11.75,1,0,0,118.4,19,1,Enrolled
4,12.5,4,11.0,1,0,0,128.1,19,1,Enrolled
6,12.833333333333334,6,12.5,1,0,0,99.0,22,1,Enrolled
6,15.571428571428571,6,16.142857142857142,1,0,1,161.2,18,1,Graduate
4,12.0,5,11.8,1,0,0,140.9,18,1,Dropout
4,11.25,3,11.333333333333334,1,1,0,111.1,19,1,Dropout
0,0.0,0,0.0,1,0,0,149.9,18,1,Graduate
6,12.285714285714286,4,14.25,1,0,0,111.3,21,1,Enrolled
5,11.0,3,10.333333333333334,1,0,0,121.5,18,1,Enrolled
6,12.142857142857142,5,13.6,1,0,0,120.0,19,1,Graduate
2,11.5,0,0.0,0,1,0,120.0,27,1,Dropout
11,12.545454545454543,8,11.625,1,1,0,130.0,20,1,Enrolled
4,13.0,6,13.0,1,0,0,98.9,20,1,Graduate
8,12.8875,8,12.8875,1,0,0,136.3,18,1,Graduate
6,12.666666666666666,5,13.6,1,0,0,125.2,18,1,Enrolled
6,12.833333333333334,6,12.571428571428571,1,0,0,130.0,18,1,Graduate
3,10.666666666666666,2,12.5,1,0,0,141.5,18,1,Dropout
5,13.0,5,12.4,1,0,0,123.9,18,1,Enrolled
6,11.983333333333334,8,12.28125,1,0,0,114.5,18,0,Graduate
0,0.0,0,0.0,0,0,0,100.0,37,0,Dropout
6,11.833333333333334,6,11.5,1,0,1,110.5,36,0,Graduate
3,12.666666666666666,2,11.0,1,0,0,101.0,26,0,Dropout
4,13.75,4,14.5,1,0,0,121.0,19,0,Graduate
5,11.4,5,11.8,1,0,0,95.0,24,0,Dropout
6,13.166666666666666,6,13.0,1,0,1,126.9,19,0,Dropout
6,12.833333333333334,5,11.8,1,0,1,116.3,20,0,Graduate
6,14.125,5,14.5,1,0,0,120.0,19,0,Graduate
3,11.666666666666666,5,13.0,1,0,0,123.6,21,0,Graduate
6,10.25,4,11.25,0,0,0,150.0,50,0,Dropout
6,12.514285714285716,4,11.75,1,0,0,120.0,47,0,Dropout
10,11.5,9,10.444444444444445,1,0,0,111.3,24,0,Dropout
1,10.0,0,0.0,0,0,0,150.0,48,0,Dropout
6,15.714285714285714,5,12.77777777777778,1,0,1,123.2,18,0,Graduate
4,12.5,4,11.0,1,0,0,130.0,32,1,Dropout
3,12.0,4,12.75,0,0,0,137.9,20,1,Dropout
0,0.0,0,0.0,1,1,0,100.0,24,1,Dropout
4,12.25,4,11.75,1,0,0,120.0,53,1,Graduate
0,0.0,0,0.0,0,1,0,131.0,42,1,Dropout
5,13.6,5,14.2,1,0,0,133.8,52,1,Graduate
13,13.307692307692308,11,12.818181818181818,1,0,0,100.0,54,1,Enrolled
5,12.2,5,11.8,1,0,0,150.0,49,1,Graduate
6,12.285714285714286,6,13.333333333333334,1,0,1,126.4,18,1,Graduate
3,12.0,4,13.0,1,0,0,154.0,37,1,Graduate
6,13.342857142857143,7,11.65,1,0,1,114.9,21,1,Graduate
0,0.0,0,0.0,1,1,0,110.0,26,1,Dropout
11,14.272727272727272,11,14.818181818181818,1,0,0,149.8,20,1,Graduate
7,12.1375,8,12.91111111111111,1,0,1,117.9,19,0,Graduate
6,14.166666666666666,6,14.857142857142858,1,0,0,165.8,18,0,Graduate
7,13.528571428571428,8,14.655555555555557,1,0,0,127.6,18,0,Graduate
5,12.0,6,11.0,1,0,0,123.8,20,0,Graduate
5,11.4,1,11.0,1,0,0,126.1,20,0,Dropout
0,0.0,0,0.0,1,0,0,119.7,21,0,Dropout
12,12.916666666666666,11,14.5,1,0,0,121.6,22,0,Graduate
7,13.6375,8,14.3875,1,0,1,100.0,18,0,Graduate
7,12.9,7,12.142857142857142,1,0,0,127.6,18,0,Dropout
7,14.36,7,14.36,1,0,1,132.5,19,0,Graduate
7,14.514285714285714,7,14.514285714285714,1,0,0,124.3,19,0,Enrolled
7,14.7,7,14.7,1,0,0,131.0,18,0,Graduate
5,15.2,5,14.0,1,0,0,120.0,27,0,Enrolled
7,13.0,8,15.0625,1,0,1,113.3,20,0,Graduate
6,13.5,0,0.0,1,0,0,121.9,20,0,Dropout
5,12.333333333333334,5,12.6,1,0,0,118.3,20,0,Graduate
5,13.4,5,13.0,1,0,0,118.8,19,0,Graduate
4,11.75,2,10.5,1,0,0,129.0,20,0,Enrolled
0,0.0,0,0.0,1,0,1,143.3,20,0,Graduate
0,0.0,0,0.0,1,0,0,152.5,20,0,Enrolled
11,14.727272727272728,7,14.142857142857142,1,0,0,155.7,27,0,Graduate
6,16.571428571428573,6,15.666666666666666,1,0,0,153.9,18,0,Graduate
7,15.145,8,15.7425,1,0,0,137.8,18,0,Graduate
7,13.44285714285714,8,15.075,1,0,1,143.3,18,0,Graduate
5,14.166666666666666,4,11.75,1,0,0,123.2,20,0,Graduate
6,14.0,5,15.0,1,0,0,138.1,19,0,Enrolled
6,11.333333333333334,6,12.333333333333334,1,0,1,140.5,20,0,Graduate
8,13.76125,8,13.76125,1,0,0,130.0,18,0,Graduate
5,11.6,5,10.0,0,1,0,104.8,22,0,Dropout
4,12.75,5,13.0,1,1,1,132.5,22,0,Graduate
4,12.5,4,11.0,1,0,0,127.7,25,0,Enrolled
6,15.307692307692308,6,14.0,1,0,0,136.5,19,0,Graduate
5,13.285714285714286,4,12.0,0,0,0,130.0,21,0,Dropout
7,14.757142857142856,8,14.077777777777778,1,0,0,190.0,27,0,Graduate
6,12.766666666666666,6,12.766666666666666,1,0,0,128.5,18,0,Graduate
5,10.4,0,0.0,0,0,0,126.6,18,0,Dropout
0,0.0,0,0.0,1,0,0,131.6,19,1,Dropout
4,10.5,5,12.6,1,0,1,119.0,35,1,Graduate
4,14.25,5,13.4,1,0,0,127.6,23,1,Graduate
3,11.916666666666666,0,0.0,1,0,0,100.0,28,1,Dropout
3,10.666666666666666,2,14.0,1,0,0,124.5,19,1,Enrolled
4,12.25,3,12.666666666666666,1,0,0,109.3,19,1,Enrolled
4,12.0,5,11.6,1,1,0,117.7,20,1,Dropout
3,11.0,4,12.75,1,0,0,124.7,21,1,Dropout
6,14.166666666666666,5,13.0,1,0,0,124.5,18,1,Graduate
6,14.666666666666666,6,15.0,1,0,0,140.8,22,1,Graduate
0,0.0,5,12.285714285714286,1,0,0,111.9,21,1,Graduate
3,12.666666666666666,0,0.0,0,1,0,140.0,38,1,Dropout
0,0.0,0,0.0,1,0,0,121.2,20,1,Enrolled
0,0.0,0,0.0,1,0,0,123.8,19,1,Dropout
0,0.0,0,0.0,1,0,0,134.0,24,1,Dropout
0,0.0,0,0.0,0,0,0,130.8,19,1,Dropout
7,13.7,8,14.022222222222222,1,0,1,130.2,19,1,Graduate
5,11.8,4,12.4,1,0,0,123.3,19,1,Enrolled
0,0.0,0,0.0,1,0,0,147.6,31,1,Dropout
6,13.333333333333334,6,13.285714285714286,1,0,1,113.4,19,1,Graduate
5,11.4,6,12.166666666666666,1,0,0,133.7,22,1,Graduate
0,0.0,0,0.0,1,0,0,128.2,25,1,Dropout
7,16.142857142857142,0,0.0,1,0,0,161.0,18,1,Dropout
0,0.0,0,0.0,1,0,0,130.0,30,1,Dropout
8,15.63375,8,15.63375,1,0,1,156.3,18,1,Graduate
6,13.666666666666666,6,14.5,1,0,0,129.3,18,1,Graduate
0,0.0,0,0.0,1,0,0,129.3,18,1,Dropout
6,12.5,6,11.5,1,0,0,136.3,18,1,Graduate
6,12.285714285714286,6,13.0,1,0,1,140.0,25,1,Graduate
2,14.0,3,11.0,1,0,0,135.9,18,1,Enrolled
0,0.0,0,0.0,1,0,0,139.7,18,1,Dropout
4,10.75,4,12.25,1,0,0,117.0,19,1,Enrolled
4,12.95,4,13.125,1,0,0,105.0,25,1,Dropout
6,12.45,6,12.45,1,0,0,130.5,19,0,Graduate
4,12.25,7,12.0,1,0,0,130.0,31,0,Enrolled
8,13.38125,8,13.38125,1,0,1,131.5,20,0,Graduate
5,12.16,5,11.34,0,0,0,100.0,33,0,Dropout
4,12.5,2,11.5,0,1,0,140.0,24,0,Enrolled
6,12.75,6,12.166666666666666,1,0,1,130.2,18,0,Graduate
8,13.3425,8,13.3425,1,0,0,133.5,19,0,Graduate
7,14.175,6,13.03125,1,0,1,133.2,20,0,Graduate
1,10.0,1,10.0,1,0,1,130.0,33,1,Enrolled
0,0.0,2,14.5,1,0,0,129.0,24,1,Dropout
0,0.0,0,0.0,1,0,0,100.0,24,1,Dropout
5,12.0,5,12.142857142857142,1,0,0,116.5,18,1,Graduate
6,10.571428571428571,5,11.4,1,0,1,124.2,18,0,Graduate
11,14.153846153846152,12,15.428571428571429,1,0,0,138.8,22,0,Graduate
6,11.166666666666666,5,12.4,1,0,1,126.4,18,0,Graduate
17,12.0,17,12.666666666666666,1,0,0,151.9,21,0,Graduate
3,11.333333333333334,4,12.0,1,0,0,120.0,38,0,Dropout
16,12.588235294117649,13,13.357142857142858,1,0,1,131.9,29,0,Graduate
4,12.0,4,10.75,1,0,1,130.0,20,0,Enrolled
0,0.0,0,0.0,0,0,0,131.7,18,0,Dropout
12,12.25,13,12.846153846153848,1,0,0,132.5,37,1,Graduate
5,11.6,5,12.8,1,0,0,116.5,20,1,Graduate
4,13.0,3,12.0,0,0,0,133.9,20,1,Dropout
3,10.666666666666666,2,12.5,1,1,0,145.4,40,1,Dropout
9,12.333333333333334,9,11.0,1,0,0,172.0,44,1,Enrolled
2,11.0,3,11.428571428571429,0,0,0,111.0,21,1,Dropout
6,13.428571428571429,8,13.125,1,0,0,120.0,21,1,Graduate
8,13.05375,8,13.05375,1,0,0,129.8,18,1,Graduate
6,12.035714285714286,7,13.75,1,0,0,118.1,18,1,Enrolled
6,14.166666666666666,6,13.833333333333334,1,0,0,130.0,27,1,Graduate
0,0.0,0,0.0,0,0,0,126.3,38,1,Dropout
5,13.6,3,12.666666666666666,1,0,0,137.8,18,1,Dropout
5,12.2,2,12.0,1,0,0,116.1,19,1,Enrolled
6,13.714285714285714,5,13.333333333333334,1,0,0,115.4,18,1,Dropout
3,11.666666666666666,2,10.0,0,1,0,110.0,19,1,Dropout
1,14.0,0,0.0,0,1,0,97.4,44,1,Dropout
4,12.5,3,10.0,1,0,0,130.0,26,1,Dropout
5,11.833333333333334,4,11.5,0,1,0,156.0,24,1,Dropout
0,0.0,0,0.0,0,0,0,126.1,27,1,Dropout
0,0.0,0,0.0,0,1,0,120.0,27,1,Dropout
13,11.538461538461538,10,12.4,1,0,0,105.2,25,1,Dropout
7,11.285714285714286,4,12.25,1,0,0,120.0,21,1,Enrolled
0,0.0,0,0.0,1,0,1,137.8,19,1,Graduate
5,11.8,4,12.0,1,0,0,134.2,20,1,Enrolled
0,0.0,2,10.5,1,0,0,150.0,20,1,Enrolled
0,0.0,0,0.0,0,1,0,116.0,20,1,Dropout
5,14.2,5,14.2,0,0,1,143.4,18,1,Enrolled
10,12.7,10,12.272727272727272,1,1,0,143.6,19,1,Enrolled
3,12.666666666666666,0,0.0,0,0,0,150.0,22,0,Dropout
6,14.428571428571429,6,15.0,1,0,0,118.0,19,0,Graduate
7,13.117142857142856,7,12.6,1,0,1,109.3,18,0,Graduate
6,12.666666666666666,6,11.833333333333334,1,1,0,119.3,20,0,Graduate
0,0.0,0,0.0,1,0,1,146.3,18,0,Dropout
6,15.285714285714286,6,16.5,1,0,0,161.5,36,1,Graduate
3,10.5,4,11.25,1,1,0,140.0,19,1,Graduate
11,12.636363636363637,9,12.6,1,0,1,142.2,21,1,Graduate
0,0.0,0,0.0,1,0,0,129.2,26,0,Dropout
3,14.333333333333334,1,14.0,0,1,0,100.0,29,0,Dropout
8,15.125,6,13.666666666666666,0,0,0,170.0,26,1,Enrolled
0,0.0,0,0.0,1,0,0,140.0,27,1,Dropout
3,12.0,3,10.333333333333334,1,1,0,115.2,32,1,Enrolled
4,14.25,5,12.0,1,0,1,121.4,23,0,Enrolled
2,10.5,4,10.0,1,0,0,134.8,24,0,Enrolled
6,13.5,6,14.428571428571429,1,0,1,136.9,19,0,Graduate
5,11.666666666666666,4,12.0,1,0,0,140.0,25,1,Enrolled
5,10.8,3,10.0,1,0,0,112.2,19,1,Enrolled
0,0.0,0,0.0,0,0,0,148.7,20,1,Dropout
9,12.8,7,11.428571428571429,1,0,0,133.0,33,1,Graduate
5,10.8,5,12.0,1,1,0,150.0,35,1,Dropout
4,11.4,4,11.0,1,0,0,98.0,23,1,Graduate
7,13.725714285714286,8,14.5,1,0,0,122.4,19,1,Graduate
5,12.8,5,12.25,1,0,0,139.0,21,1,Enrolled
6,13.5,6,11.166666666666666,1,0,1,112.0,21,1,Graduate
7,15.57,7,15.57,1,0,0,143.8,27,1,Dropout
4,11.0,2,12.0,1,1,0,116.1,19,1,Enrolled
7,14.114285714285714,8,15.91111111111111,1,0,0,138.0,28,1,Dropout
3,11.0,4,11.5,1,0,0,110.0,25,1,Enrolled
0,0.0,0,0.0,1,0,0,103.5,42,1,Dropout
4,13.5,4,13.75,1,0,0,140.0,27,1,Graduate
4,11.25,0,0.0,1,0,0,108.7,23,1,Dropout
6,12.142857142857142,6,11.333333333333334,1,0,1,115.9,18,1,Graduate
7,13.075714285714286,7,13.075714285714286,1,0,0,127.3,26,1,Graduate
0,0.0,0,0.0,1,0,0,138.7,18,1,Dropout
3,11.0,2,13.5,1,1,0,135.8,29,1,Dropout
0,0.0,0,0.0,1,0,0,134.6,22,1,Dropout
4,13.125,6,12.333333333333334,1,0,0,118.4,21,0,Enrolled
7,13.512857142857142,7,13.512857142857142,1,0,1,132.8,19,0,Graduate
6,12.833333333333334,6,12.166666666666666,1,0,1,155.5,18,0,Graduate
3,15.0,3,11.666666666666666,1,0,1,132.0,18,0,Dropout
5,12.8,3,13.333333333333334,0,1,0,110.0,40,0,Dropout
3,12.333333333333334,0,0.0,0,1,0,127.3,20,0,Dropout
5,12.288,5,12.288,1,0,0,126.0,18,1,Dropout
12,12.333333333333334,7,13.285714285714286,1,0,0,130.0,31,1,Graduate
4,11.5,5,12.8,1,0,1,118.8,18,1,Graduate
6,11.833333333333334,4,11.142857142857142,1,0,0,127.6,22,1,Dropout
0,0.0,0,0.0,0,1,0,112.1,38,1,Dropout
0,0.0,0,0.0,1,0,0,130.0,33,1,Dropout
5,11.8,3,11.5,1,0,1,111.1,19,1,Enrolled
0,0.0,0,0.0,1,0,0,121.4,18,1,Dropout
5,12.2,4,12.0,0,0,1,126.8,18,1,Enrolled
6,12.333333333333334,5,13.0,1,0,0,120.6,27,1,Graduate
6,12.428571428571429,6,12.833333333333334,1,0,0,126.5,26,1,Graduate
7,12.765714285714289,8,13.544444444444444,1,0,1,120.2,19,0,Graduate
5,12.1,5,12.6,1,0,0,120.0,44,1,Dropout
5,12.0,5,11.5,1,0,0,137.5,19,1,Graduate
0,0.0,0,0.0,1,0,0,127.9,20,1,Dropout
6,14.88888888888889,6,13.727272727272728,1,1,0,140.0,24,1,Enrolled
13,11.357142857142858,13,12.0,1,0,0,131.8,31,0,Graduate
6,13.5,6,12.5,1,0,0,129.0,25,0,Graduate
0,0.0,0,0.0,0,1,0,115.8,19,0,Dropout
7,13.884285714285712,8,14.75,1,0,0,126.4,18,0,Dropout
5,13.0,3,11.666666666666666,0,0,0,130.0,19,0,Enrolled
4,12.65,5,11.1,1,0,1,114.8,19,0,Enrolled
1,11.0,0,0.0,1,0,0,138.6,19,0,Enrolled
2,11.666666666666666,2,10.5,1,0,0,112.9,24,0,Dropout
6,14.5,6,12.666666666666666,1,0,0,111.6,20,0,Graduate
6,14.714285714285714,6,14.166666666666666,1,0,0,152.0,18,0,Graduate
6,13.285714285714286,6,14.333333333333334,1,0,1,132.6,18,0,Graduate
3,11.333333333333334,2,10.5,1,0,0,118.4,21,0,Enrolled
0,0.0,0,0.0,0,1,0,120.0,28,0,Dropout
4,11.571428571428571,5,12.0,1,0,1,122.1,18,0,Enrolled
5,13.0,4,11.5,1,1,0,142.8,18,0,Dropout
